pm_id,kalshi_id,entry_day,direction,cost,edge,days_held,annualized,realized_payout,realized_pnl,pm_title
2354229,KXPGATOUR-CHSC26-ASMA,2026-05-27,k_yes,0.80760063,0.19239936999999996,4,21.73901537508706,1.0,0.19239936999999996,Will Alex Smalley win the 2026 Charles Schwab Challenge?
1972631,KXNBAWFINMVP-26-SALE,2026-04-22,pm_yes,0.8081799999999999,0.1918200000000001,39,2.2213349272915224,1.0,0.1918200000000001,Will Shai Gilgeous-Alexander win the 2026 Western Conference Finals MVP?
2553684,KXPGATOP5-USO26-DTHO,2026-06-19,k_yes,0.808988,0.19101199999999996,1,86.18098167092711,1.0,0.19101199999999996,Will Davis Thompson finish in the Top 5 at the 2026 U.S. Open?
2354239,KXPGATOUR-CHSC26-GWOO,2026-05-27,k_yes,0.8105408300000001,0.1894591699999999,4,21.329152860195816,1.0,0.1894591699999999,Will Gary Woodland win the 2026 Charles Schwab Challenge?
2471363,KXPGATOP5-RBBCAN26-JVAN,2026-06-12,k_yes,0.81384175,0.18615824999999997,1,83.49013951422373,1.0,0.18615824999999997,Will John Vanderlaan finish in the Top 5 at the 2026 RBC Canadian Open?
2520558,KXWCGOAL-26JUN17UZBCOL-COLLDIAZ14-2,2026-06-17,k_yes,0.8140557500000001,0.18594424999999992,1,83.37223986195045,1.0,0.18594424999999992,Luis Díaz: 2+ goals
2354688,KXPGATOP5-CHSC26-DLIP,2026-05-27,k_yes,0.81575575,0.18424425,3,27.479283780714997,1.0,0.18424425,Will David Lipsky finish in the Top 5 at the 2026 Charles Schwab Challenge?
2354794,KXPGATOP10-CHSC26-KNAK,2026-05-29,k_yes,0.81575575,0.18424425,2,41.2189256710725,1.0,0.18424425,Will Keita Nakajima finish in the Top 10 at the 2026 Charles Schwab Challenge?
2354674,KXPGATOP5-CHSC26-KVIL,2026-05-27,k_yes,0.81575575,0.18424425,3,27.479283780714997,1.0,0.18424425,Will Karl Vilips finish in the Top 5 at the 2026 Charles Schwab Challenge?
679583,KXSENATECOD-26-JHIC,2025-11-16,pm_yes,0.8158389999999999,0.18416100000000013,227,0.3629612061803702,1.0,0.18416100000000013,Will John Hickenlooper be the Democratic nominee for Senate in Colorado?
2294583,KXPGATOP20-THCCBN26-JSPI,2026-05-20,pm_yes,0.817993,0.18200700000000003,5,16.242817481323193,1.0,0.18200700000000003,Will Jordan Spieth finish in the Top 20 at the 2026 THE CJ CUP Byron Nelson?
1834620,KXANIMEBAC-26-KAI,2026-04-12,k_yes,0.81929575,0.18070425,41,1.9635260735493512,1.0,0.18070425,"Will ""Kaiju No. 8 Season 2"" win Best Action Anime at the 2026 Crunchyroll Anime Awards?"
1972632,KXNBAWFINMVP-26-CHOL,2026-04-23,k_yes,0.8211176874999999,0.17888231250000008,38,2.092527918971742,1.0,0.17888231250000008,Will Chet Holmgren win the 2026 Western Conference Finals MVP?
2415424,KXWCROUND-26RO16-CAN,2026-06-25,pm_yes,0.82126575,0.17873424999999998,3,26.478640338607406,1.0,0.17873424999999998,Will Canada reach the Round of 16 at the 2026 FIFA World Cup?
1835812,KXANIMEBVAPJ-26-REI,2026-04-10,k_yes,0.82318075,0.17681924999999998,43,1.8233025823420945,1.0,0.17681924999999998,Will Reina Ueda as Reze (Chainsaw Man – The Movie: Reze Arc) win Best Anime Voice Artist Performance (Japanese) at the 2026 Crunchyroll Anime Awards?
2553619,KXPGATOP5-USO26-WCLA,2026-06-19,pm_yes,0.8232607500000001,0.1767392499999999,3,26.119641215333846,1.0,0.1767392499999999,Will Wyndham Clark finish in the Top 5 at the 2026 U.S. Open?
2045025,KXMDPRIMARY-05D26-HLUP,2026-06-17,k_yes,0.8237096300000001,0.17629036999999992,7,11.159616500503246,1.0,0.17629036999999992,Will Heather Luper be the Democratic nominee for MD-05?
2354781,KXPGATOP10-CHSC26-NECH,2026-05-27,k_yes,0.82731375,0.17268625000000004,4,19.046728417725447,1.0,0.17268625000000004,Will Nicolas Echavarria finish in the Top 10 at the 2026 Charles Schwab Challenge?
1833848,KXANIMEBF-26-ROS,2026-04-09,k_yes,0.82819675,0.17180324999999996,44,1.7208302871707275,1.0,0.17180324999999996,"Will ""The Rose of Versailles"" win Film of the Year at the 2026 Crunchyroll Anime Awards?"
2294677,KXPGATOP20-THCCBN26-BGAR,2026-05-22,k_yes,0.829372,0.170628,1,75.09202143308431,1.0,0.170628,Will Brice Garnett finish in the Top 20 at the 2026 THE CJ CUP Byron Nelson?
1835897,KXANIMEBVAPE-26-LUC,2026-04-23,k_yes,0.8363257500000001,0.1636742499999999,30,2.3810937803441603,1.0,0.1636742499999999,Will Lucien Dodge as Akaza (Demon Slayer: Kimetsu no Yaiba Infinity Castle) win Best Anime Voice Artist Performance (English) at the 2026 Crunchyroll Anime Awards?
2232096,KXPGATOP20-PGC26-BKOE,2026-05-14,k_yes,0.837195,0.16280499999999998,4,17.744917552063733,1.0,0.16280499999999998,Will Brooks Koepka finish in the Top 20 at the 2026 PGA Championship?
695087,KXNY12D-26-EBOT,2025-12-13,k_yes,0.83725584,0.16274416000000003,193,0.36760616231427734,1.0,0.16274416000000003,Will Erik Bottcher be the democratic nominee for NY-12?
1510488,KXSENATEOKR-26-RMEI,2026-03-07,k_yes,0.837528,0.16247199999999995,102,0.6941796596182863,1.0,0.16247199999999995,Will Ron Meinhardt be the Republican nominee for Senate in Oklahoma?
2471349,KXPGATOP5-RBBCAN26-JDAH,2026-06-12,k_yes,0.8380730000000001,0.16192699999999993,1,70.52291984111166,1.0,0.16192699999999993,Will Joel Dahmen finish in the Top 5 at the 2026 RBC Canadian Open?
2232109,KXPGATOP20-PGC26-RMCI,2026-05-13,pm_yes,0.838833,0.16116699999999995,5,14.025665418504037,1.0,0.16116699999999995,Will Rory McIlroy finish in the Top 20 at the 2026 PGA Championship?
1833966,KXANIMEBOA-26-APO,2026-04-16,k_yes,0.8393079999999999,0.16069200000000006,37,1.8887045814705277,1.0,0.16069200000000006,"Will ""Apocalypse Hotel"" win Best Original Anime at the 2026 Crunchyroll Anime Awards?"
1448089,KXNJPRIMARY-12D26-BCOH,2026-04-30,k_yes,0.8397659900000001,0.16023400999999993,34,2.04837924550862,1.0,0.16023400999999993,Will Brad Cohen be the Democratic Nominee for NJ-12?
2471463,KXPGATOP10-RBBCAN26-JVAN,2026-06-12,k_yes,0.84291175,0.15708825000000004,1,68.02279271821756,1.0,0.15708825000000004,Will John Vanderlaan finish in the Top 10 at the 2026 RBC Canadian Open?
2614661,KXWCGOAL-26JUN22JORDZA-DZARMAHRE7-2,2026-06-22,k_yes,0.843677,0.156323,1,67.63002310125795,1.0,0.156323,Riyad Mahrez: 2+ goals
704029,KXCO8D-26-JSZE,2025-11-28,k_yes,0.844184,0.15581599999999995,215,0.31334974035198754,1.0,0.15581599999999995,Will John Szemler be the Democratic nominee for CO-08?
1835894,KXANIMEBVAPE-26-ALE,2026-05-04,k_yes,0.84678075,0.15321925000000003,19,3.4760148175434162,1.0,0.15321925000000003,Will Alexis Tipton as Reze (Chainsaw Man – The Movie: Reze Arc) win Best Anime Voice Artist Performance (English) at the 2026 Crunchyroll Anime Awards?
2044369,KXNJ07D-26-MROT,2026-04-30,k_yes,0.847551,0.15244899999999995,34,1.9309573735871657,1.0,0.15244899999999995,Will Michael Roth be the Democratic nominee for NJ-07?
801938,KXSENATEMTD-26-RNEI,2025-12-13,pm_yes,0.8479,0.1521,172,0.38067030173040367,1.0,0.1521,Will Reilly Neill be the Democratic nominee for Senate in Montana?
578398,KXSERIEARELEGATION-26-CRE,2025-12-11,k_yes,0.849123,0.15087700000000004,165,0.39306226791785426,1.0,0.15087700000000004,Will Cremonese be relegated from Serie A after the 2025-26 season?
969731,KXSENATELAD-26-GCRO,2026-03-17,k_yes,0.849961,0.15003900000000003,103,0.6255482333209967,1.0,0.15003900000000003,Will Gary Crockett be the Democratic nominee for Senate in Louisiana?
2314487,KXNJPRIMARY-03R26-MMCG,2026-05-23,pm_yes,0.850699,0.14930100000000002,11,5.823538803223746,1.0,0.14930100000000002,Will Michael McGuire be the Republican nominee for NJ-03?
679693,KXSENATEALD-26-EWES,2026-05-22,pm_yes,0.85196644,0.14803356,26,2.439255046785104,1.0,0.14803356,Will Everett Wess be the Democratic nominee for Senate in Alabama?
2294465,KXPGATOP5-THCCBN26-JSTA,2026-05-20,k_yes,0.85359075,0.14640925000000005,3,20.86846116440071,1.0,0.14640925000000005,Will Jimmy Stanger finish in the Top 5 at the 2026 THE CJ CUP Byron Nelson?
788464,KXSENATEKYR-26-NMOR,2025-12-04,pm_yes,0.8553031600000001,0.14469683999999994,166,0.3719835601423841,1.0,0.14469683999999994,Will Nate Morris be the Republican nominee for Senate in Kentucky?
788437,KXSENATEKYD-26-PSTE,2025-12-03,pm_yes,0.855471,0.14452900000000002,168,0.3670568123680796,1.0,0.14452900000000002,Will Pamela Stevenson be the Democratic nominee for Senate in Kentucky?
1833871,KXANIMEBCS-26-KAI,2026-04-26,k_yes,0.8559293875,0.14407061249999997,27,2.2754461658854486,1.0,0.14407061249999997,"Will ""Kaiju No. 8 Season 2"" win Best Continuing Series at the 2026 Crunchyroll Anime Awards?"
973439,KXNY13D-26-AESP,2025-12-24,pm_yes,0.856728,0.14327199999999995,182,0.33538206851090274,1.0,0.14327199999999995,Will Adriano Espaillat be the Democratic Nominee for NY-13?
703947,KXME02D-26-MDUN,2025-11-28,k_yes,0.856749,0.14325100000000002,203,0.3006359295659574,1.0,0.14325100000000002,Will Matthew Dunlap be the Democratic nominee for ME-02?
703867,KXNY15D-26-MBLA,2025-12-04,k_yes,0.8568279999999999,0.14317200000000008,202,0.30192977025507917,1.0,0.14317200000000008,Will Michael Blake be the Democratic nominee for NY-15?
973442,KXNY13D-26-TCHI,2025-12-29,k_yes,0.8588440000000002,0.14115599999999984,177,0.3389258197992425,1.0,0.14115599999999984,Will Theo Chino-Tavarez be the Democratic Nominee for NY-13?
695083,KXNY12D-26-JSCH,2025-11-23,k_yes,0.8624040000000001,0.13759599999999994,213,0.27340616784007604,1.0,0.13759599999999994,Will Jack Schlossberg be the democratic nominee for NY-12?
2305866,KXMDPRIMARY-07D26-KMFU,2026-05-22,pm_yes,0.8624040000000001,0.13759599999999994,33,1.7647125378768544,1.0,0.13759599999999994,Will Kweisi Mfume be the Democratic nominee for MD-07?
2553622,KXPGATOP5-USO26-CMOR,2026-06-19,k_yes,0.863137,0.13686299999999996,3,19.292030118046142,1.0,0.13686299999999996,Will Collin Morikawa finish in the Top 5 at the 2026 U.S. Open?
679653,KXSENATEGAR-26-MCOL,2025-11-15,pm_yes,0.863212,0.13678800000000002,214,0.27027733107743956,1.0,0.13678800000000002,Will Mike Collins be the Republican nominee for Senate in Georgia?
679366,KXKXSENATEIAD-26-JTUR,2025-11-15,pm_yes,0.8639680000000001,0.13603199999999993,200,0.2873467535834659,1.0,0.13603199999999993,Will Josh Turek be the Democratic nominee for Senate in Iowa?
2354623,KXPGATOP5-CHSC26-DTHO,2026-05-28,k_yes,0.864007,0.13599300000000003,3,19.15009369137056,1.0,0.13599300000000003,Will Davis Thompson finish in the Top 5 at the 2026 Charles Schwab Challenge?
2553637,KXPGATOP5-USO26-HENG,2026-06-19,k_yes,0.86425575,0.13574425,1,57.32869147818803,1.0,0.13574425,Will Harris English finish in the Top 5 at the 2026 U.S. Open?
679720,KXSENATEALR-26-BMOO,2025-11-18,k_yes,0.864636,0.13536400000000004,211,0.2708197136525074,1.0,0.13536400000000004,Will Barry Moore be the Republican nominee for Senate in Alabama?
2553686,KXPGATOP5-USO26-LHER,2026-06-19,k_yes,0.86522675,0.13477324999999996,1,56.85473345570971,1.0,0.13477324999999996,Will Lucas Herbert finish in the Top 5 at the 2026 U.S. Open?
2553969,KXPGATOP20-USO26-PROD,2026-06-20,k_yes,0.8656750000000001,0.13432499999999992,2,28.318147688220158,1.0,0.13432499999999992,Will Patrick Rodgers finish in the Top 20 at the 2026 U.S. Open?
2156541,KXPGATOP5-ONMBC26-KSTR,2026-05-08,k_yes,0.8656750000000001,0.13432499999999992,1,56.636295376440316,1.0,0.13432499999999992,Will Kevin Streelman finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?
2156500,KXPGATOP5-ONMBC26-JLOW,2026-05-08,k_yes,0.8656750000000001,0.13432499999999992,2,28.318147688220158,1.0,0.13432499999999992,Will Justin Lower finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?
705984,KXCA22PRIMARY-26-RVIL,2025-12-16,k_yes,0.866656,0.13334400000000002,176,0.31908539573633915,1.0,0.13334400000000002,Will Randy Villegas advance from the CA-22 Primary?
2411718,KXPGATOP20-THMTPBW26-JTHO,2026-06-03,pm_yes,0.866672,0.133328,4,14.037813613454686,1.0,0.133328,Will Justin Thomas finish in the Top 20 at the 2026 the Memorial Tournament presented by Workday?
788441,KXSENATEKYD-26-AMCG,2025-12-21,pm_yes,0.8667389999999999,0.13326100000000007,150,0.3741246595957186,1.0,0.13326100000000007,Will Amy McGrath be the Democratic nominee for Senate in Kentucky?
2354765,KXPGATOP10-CHSC26-LGLO,2026-05-28,k_yes,0.8679957500000001,0.13200424999999993,3,18.502990462030862,1.0,0.13200424999999993,Will Lucas Glover finish in the Top 10 at the 2026 Charles Schwab Challenge?
2044291,KXMTPRIMARY-01R26-CJAC,2026-05-23,k_yes,0.869452,0.130548,11,4.98224168786776,1.0,0.130548,Will Christi Jacobsen be the Republican nominee for MT-01?
695085,KXNY12D-26-ABOR,2025-11-28,k_yes,0.870183,0.12981699999999996,208,0.261788463107539,1.0,0.12981699999999996,Will Alex Bores be the democratic nominee for NY-12?
2640490,KXPGATOP5-TRAV26-MFIT,2026-06-26,pm_yes,0.8702107499999999,0.12978925000000008,3,18.146208164708003,1.0,0.12978925000000008,Will Matt Fitzpatrick finish in the Top 5 at the 2026 Travelers Championship?
2156476,KXPGATOP5-ONMBC26-EHAR,2026-05-08,k_yes,0.87054875,0.12945125000000002,1,54.27577289611869,1.0,0.12945125000000002,Will Evan Harmeling finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?
1663772,KXGAPRIMARY-11R26-RADK,2026-03-26,pm_yes,0.871539,0.12846100000000005,83,0.6481854001045129,1.0,0.12846100000000005,Will Rob Adkerson be the Republican nominee for GA-11?
695092,KXNY12D-26-LELK,2025-11-24,k_yes,0.87352116,0.12647883999999998,212,0.2492880426487656,1.0,0.12647883999999998,Will Liam Elkind be the democratic nominee for NY-12?
2231845,KXPGATOP5-PGC26-SFIS,2026-05-13,k_yes,0.8743026875,0.12569731250000005,3,17.491851780260415,1.0,0.12569731250000005,Will Steven Fisk finish in the Top 5 at the 2026 PGA Championship?
2471327,KXPGATOP5-RBBCAN26-JSUB,2026-06-12,k_yes,0.8745879999999999,0.12541200000000008,2,26.169682181781614,1.0,0.12541200000000008,Will Jackson Suber finish in the Top 5 at the 2026 RBC Canadian Open?
2231881,KXPGATOP5-PGC26-STJ,2026-05-13,k_yes,0.8747847999999999,0.12521520000000008,5,10.449095137455528,1.0,0.12521520000000008,Will Stephan Jaeger finish in the Top 5 at the 2026 PGA Championship?
2231842,KXPGATOP5-PGC26-NECH,2026-05-13,k_yes,0.8752668875,0.12473311249999997,3,17.338553802920284,1.0,0.12473311249999997,Will Nicolas Echavarria finish in the Top 5 at the 2026 PGA Championship?
1835003,KXANIMEBIA-26-DIS,2026-04-29,k_yes,0.8753032,0.12469680000000005,24,2.16659838556514,1.0,0.12469680000000005,"Will ""Disney Twisted-Wonderland: The Animation — Season 1 'Episode of Heartslabyul'"" win Best Isekai Anime at the 2026 Crunchyroll Anime Awards?"
2231868,KXPGATOP5-PGC26-GAH,2026-05-13,k_yes,0.87574895,0.12425105000000003,3,17.262037349097977,1.0,0.12425105000000003,Will Garrick Higgo finish in the Top 5 at the 2026 PGA Championship?
1833844,KXANIMEBF-26-100,2026-04-29,k_yes,0.8759069875000001,0.12409301249999993,24,2.154621352917908,1.0,0.12409301249999993,"Will ""100 Meters"" win Film of the Year at the 2026 Crunchyroll Anime Awards?"
2231854,KXPGATOP5-PGC26-LUG,2026-05-13,k_yes,0.8762309875,0.12376901250000005,3,17.185609048664244,1.0,0.12376901250000005,Will Lucas Glover finish in the Top 5 at the 2026 PGA Championship?
2640709,KXPGATOP10-TRAV26-RHIS,2026-06-27,k_yes,0.8762309875,0.12376901250000005,2,25.778413572996367,1.0,0.12376901250000005,Will Ryo Hisatsune finish in the Top 10 at the 2026 Travelers Championship?
2231858,KXPGATOP5-PGC26-EGRI,2026-05-13,k_yes,0.8771949875,0.12280501249999998,3,17.03301630053299,1.0,0.12280501249999998,Will Emiliano Grillo finish in the Top 5 at the 2026 PGA Championship?
801167,KXSENATEWVR-26-SMOO,2025-12-06,pm_yes,0.8784330000000001,0.12156699999999987,158,0.3197001458595564,1.0,0.12156699999999987,Will Shelley Moore Capito be the Republican nominee for Senate in West Virginia?
2600095,KXWCGOAL-26JUN21URUCPV-URUDNUNEZ7-1,2026-06-21,pm_yes,0.87855675,0.12144325,1,50.454095594849164,1.0,0.12144325,Darwin Núñez: 1+ goals
