score,pm_id,pm_title,pm_close,pm_category,pm_volume,kalshi_id,kalshi_title,kalshi_subtitle,kalshi_close,kalshi_category,kalshi_volume,both_have_prices,pm_url,verified,verified_by
100.0,1663815,Will Jim Baird be the Republican nominee for IN-04?,2026-05-06T03:39:14Z,Politics,3993.469841999999,KXINPRIMARY-04R26-JBAI,Will Jim Baird be the Republican nominee for IN-04?,Jim Baird,2026-05-06T02:50:19Z,Elections,13723.08,0,https://polymarket.com/market/will-jim-baird-be-the-republican-nominee-for-in-04,1,claude-2026-07-10
100.0,1663816,Will Craig Haggard be the Republican nominee for IN-04?,2026-05-06T03:37:22Z,Politics,2298.5508900000004,KXINPRIMARY-04R26-CHAG,Will Craig Haggard be the Republican nominee for IN-04?,Craig Haggard,2026-05-06T02:50:19Z,Elections,6848.67,0,https://polymarket.com/market/will-craig-haggard-be-the-republican-nominee-for-in-04,1,claude-2026-07-10
100.0,1195383,Will Madison Sheahan be the Republican nominee for OH-09?,2026-05-06T04:47:28Z,Politics,9041.918395,KXOH9R-26-MSHE,Will Madison Sheahan be the Republican nominee for OH-09?,Madison Sheahan,2026-05-06T15:10:18Z,Elections,18028.88,0,https://polymarket.com/market/will-madison-sheahan-be-the-republican-nominee-for-oh-09,1,claude-2026-07-10
100.0,1195384,Will Josh Williams be the Republican nominee for OH-09?,2026-05-06T04:48:40Z,Politics,12643.528816,KXOH9R-26-JWIL,Will Josh Williams be the Republican nominee for OH-09?,Josh Williams,2026-05-06T15:10:18Z,Elections,45117.2,0,https://polymarket.com/market/will-josh-williams-be-the-republican-nominee-for-oh-09,1,claude-2026-07-10
100.0,1195381,Will Derek Merrin be the Republican nominee for OH-09?,2026-05-06T04:48:36Z,Politics,16125.97081,KXOH9R-26-DMER,Will Derek Merrin be the Republican nominee for OH-09?,Derek Merrin,2026-05-06T15:10:18Z,Elections,39204.14,0,https://polymarket.com/market/will-derek-merrin-be-the-republican-nominee-for-oh-09,1,claude-2026-07-10
100.0,1195382,Will Alea Nadeem be the Republican nominee for OH-09?,2026-05-06T04:48:36Z,Politics,2622.6059240000013,KXOH9R-26-ANAD,Will Alea Nadeem be the Republican nominee for OH-09?,Alea Nadeem,2026-05-06T15:10:18Z,Elections,10980.25,0,https://polymarket.com/market/will-alea-nadeem-be-the-republican-nominee-for-oh-09,1,claude-2026-07-10
100.0,1195385,Will Anthony Campbell be the Republican nominee for OH-09?,2026-05-06T04:48:40Z,Politics,1736.6398510000004,KXOH9R-26-ACAM,Will Anthony Campbell be the Republican nominee for OH-09?,Anthony Campbell,2026-05-06T15:10:18Z,Elections,41356.75,0,https://polymarket.com/market/will-anthony-campbell-be-the-republican-nominee-for-oh-09,1,claude-2026-07-10
100.0,2171377,Indian Premier League: Delhi Capitals vs Kolkata Knight Riders - Team Top Batter Kolkata Knight Riders Winner,2026-05-08T19:15:37Z,Sports,1326.9125000000001,KXIPLGAME-26MAY08KKRDC-KKR,Delhi Capitals vs Kolkata Knight Riders Winner?,Kolkata Knight Riders,2026-05-08T17:09:44Z,Sports,5944270.9,0,https://polymarket.com/market/cricipl-del-kol-2026-05-08-team-top-batter-kol,0,claude-2026-07-10
100.0,2156460,Will Joel Dahmen finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-09T01:01:32Z,Sports,1184.99,KXPGATOP5-ONMBC26-JDAH,ONEflight Myrtle Beach Classic: Will Joel Dahmen finish top 5?,Joel Dahmen,2026-05-09T01:50:57Z,Sports,0.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-joel-dahmen,1,claude-2026-07-10
100.0,2156490,Will Jeffrey Kang finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-09T00:54:53Z,Sports,1100.0,KXPGATOP5-ONMBC26-JKAN,ONEflight Myrtle Beach Classic: Will Jeffrey Kang finish top 5?,Jeffrey Kang,2026-05-09T01:50:59Z,Sports,0.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-jeffrey-kang,1,claude-2026-07-10
100.0,2156475,Will Grant Haefner finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-09T01:50:46Z,Sports,1000.0,KXPGATOP5-ONMBC26-GHAE,ONEflight Myrtle Beach Classic: Will Grant Haefner finish top 5?,Grant Haefner,2026-05-09T01:50:59Z,Sports,0.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-grant-haefner,1,claude-2026-07-10
100.0,2156476,Will Evan Harmeling finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-09T00:55:46Z,Sports,1090.0,KXPGATOP5-ONMBC26-EHAR,ONEflight Myrtle Beach Classic: Will Evan Harmeling finish top 5?,Evan Harmeling,2026-05-09T01:50:59Z,Sports,0.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-evan-harmeling,1,claude-2026-07-10
100.0,2156474,Will Emiliano Grillo finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-09T01:50:41Z,Sports,1000.0,KXPGATOP5-ONMBC26-EGRI,ONEflight Myrtle Beach Classic: Will Emiliano Grillo finish top 5?,Emiliano Grillo,2026-05-09T01:50:59Z,Sports,0.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-emiliano-grillo,1,claude-2026-07-10
100.0,2156497,Will Thriston Lawrence finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-09T00:58:35Z,Sports,1015.0124999999999,KXPGATOP5-ONMBC26-TLAW,ONEflight Myrtle Beach Classic: Will Thriston Lawrence finish top 5?,Thriston Lawrence,2026-05-09T01:51:00Z,Sports,125.1,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-thriston-lawrence,1,claude-2026-07-10
100.0,2156502,Will Ben Martin finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-09T00:59:30Z,Sports,1100.0,KXPGATOP5-ONMBC26-BMAR,ONEflight Myrtle Beach Classic: Will Ben Martin finish top 5?,Ben Martin,2026-05-09T01:51:00Z,Sports,0.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-ben-martin,1,claude-2026-07-10
100.0,2156529,Will Gordon Sargent finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-09T01:00:26Z,Sports,1100.0,KXPGATOP5-ONMBC26-GSAR,ONEflight Myrtle Beach Classic: Will Gordon Sargent finish top 5?,Gordon Sargent,2026-05-09T01:51:02Z,Sports,0.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-gordon-sargent,1,claude-2026-07-10
100.0,2156514,Will Chandler Phillips finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-09T01:01:29Z,Sports,1100.0,KXPGATOP5-ONMBC26-CPHI,ONEflight Myrtle Beach Classic: Will Chandler Phillips finish top 5?,Chandler Phillips,2026-05-09T01:51:02Z,Sports,0.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-chandler-phillips,1,claude-2026-07-10
100.0,2156530,Will Adam Schenk finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-09T00:52:54Z,Sports,1100.0,KXPGATOP5-ONMBC26-ASCH,ONEflight Myrtle Beach Classic: Will Adam Schenk finish top 5?,Adam Schenk,2026-05-09T01:51:03Z,Sports,0.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-adam-schenk,1,claude-2026-07-10
100.0,2156541,Will Kevin Streelman finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-09T01:50:44Z,Sports,1000.0,KXPGATOP5-ONMBC26-KSTR,ONEflight Myrtle Beach Classic: Will Kevin Streelman finish top 5?,Kevin Streelman,2026-05-09T01:51:04Z,Sports,0.0,1,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-kevin-streelman,1,claude-2026-07-10
100.0,2156675,Will Grant Haefner finish in the Top 20 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-09T01:50:43Z,Sports,1000.0,KXPGATOP20-ONMBC26-GHAE,ONEflight Myrtle Beach Classic: Will Grant Haefner finish top 20?,Grant Haefner,2026-05-09T01:55:22Z,Sports,0.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top20-grant-haefner,1,claude-2026-07-10
100.0,2156338,Will Trace Crowe win the 2026 ONEflight Myrtle Beach Classic?,2026-05-10T20:59:29Z,Sports,1110.0,KXPGATOUR-ONMBC26-TCRO,Will Trace Crowe win the ONEflight Myrtle Beach Classic?,Trace Crowe,2026-05-10T21:00:01Z,Sports,98262.65,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-winner-trace-crowe-win,1,claude-2026-07-10
100.0,2156424,Will Davis Thompson win the 2026 ONEflight Myrtle Beach Classic?,2026-05-11T00:20:41Z,Sports,1113.51974,KXPGATOUR-ONMBC26-DTHO,Will Davis Thompson win the ONEflight Myrtle Beach Classic?,Davis Thompson,2026-05-10T21:00:01Z,Sports,335688.21,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-winner-davis-thompson-win,1,claude-2026-07-10
100.0,2156417,Will Brandt Snedeker win the 2026 ONEflight Myrtle Beach Classic?,2026-05-11T02:24:49Z,Sports,2122.328436,KXPGATOUR-ONMBC26-BSNE,Will Brandt Snedeker win the ONEflight Myrtle Beach Classic?,Brandt Snedeker,2026-05-10T21:00:01Z,Sports,536662.96,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-winner-brandt-snedeker-win,1,claude-2026-07-10
100.0,2156373,Will Brooks Koepka win the 2026 ONEflight Myrtle Beach Classic?,2026-05-11T02:24:47Z,Sports,5858.696865000001,KXPGATOUR-ONMBC26-BKOE,Will Brooks Koepka win the ONEflight Myrtle Beach Classic?,Brooks Koepka,2026-05-10T21:00:01Z,Sports,1351839.54,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-winner-brooks-koepka-win,1,claude-2026-07-10
100.0,2156055,Will Xander Schauffele win the 2026 Truist Championship?,2026-05-10T21:08:28Z,Sports,1762.932637,KXPGATOUR-TRC26-XSCH,Will Xander Schauffele win the Truist Championship?,Xander Schauffele,2026-05-10T22:08:52Z,Sports,940776.23,0,https://polymarket.com/market/2026-truist-championship-winner-xander-schauffele-win,1,claude-2026-07-10
100.0,2156009,Will Viktor Hovland win the 2026 Truist Championship?,2026-05-11T00:50:48Z,Sports,1839.54674,KXPGATOUR-TRC26-VHOV,Will Viktor Hovland win the Truist Championship?,Viktor Hovland,2026-05-10T22:08:52Z,Sports,527356.24,0,https://polymarket.com/market/2026-truist-championship-winner-viktor-hovland-win,1,claude-2026-07-10
100.0,2155990,Will Tommy Fleetwood win the 2026 Truist Championship?,2026-05-11T03:36:28Z,Sports,11289.578222999995,KXPGATOUR-TRC26-TFLE,Will Tommy Fleetwood win the Truist Championship?,Tommy Fleetwood,2026-05-10T22:08:52Z,Sports,3007776.73,0,https://polymarket.com/market/2026-truist-championship-winner-tommy-fleetwood-win,1,claude-2026-07-10
100.0,2156064,Will Sepp Straka win the 2026 Truist Championship?,2026-05-10T22:14:41Z,Sports,4473.516530000005,KXPGATOUR-TRC26-SSTR,Will Sepp Straka win the Truist Championship?,Sepp Straka,2026-05-10T22:08:52Z,Sports,598541.73,0,https://polymarket.com/market/2026-truist-championship-winner-sepp-straka-win,1,claude-2026-07-10
100.0,2156025,Will Rory McIlroy win the 2026 Truist Championship?,2026-05-11T00:43:41Z,Sports,52785.973722000024,KXPGATOUR-TRC26-RMCI,Will Rory McIlroy win the Truist Championship?,Rory McIlroy,2026-05-10T22:08:52Z,Sports,4533457.61,0,https://polymarket.com/market/2026-truist-championship-winner-rory-mcilroy-win,1,claude-2026-07-10
100.0,2155993,Will Rickie Fowler win the 2026 Truist Championship?,2026-05-11T03:25:43Z,Sports,34707.76487,KXPGATOUR-TRC26-RFOW,Will Rickie Fowler win the Truist Championship?,Rickie Fowler,2026-05-10T22:08:52Z,Sports,3848674.11,0,https://polymarket.com/market/2026-truist-championship-winner-rickie-fowler-win,1,claude-2026-07-10
100.0,2156065,Will Nick Taylor win the 2026 Truist Championship?,2026-05-11T03:36:32Z,Sports,10100.998100000006,KXPGATOUR-TRC26-NTAY,Will Nick Taylor win the Truist Championship?,Nick Taylor,2026-05-10T22:08:52Z,Sports,837739.67,0,https://polymarket.com/market/2026-truist-championship-winner-nick-taylor-win,1,claude-2026-07-10
100.0,2156007,Will Nicolai Hojgaard win the 2026 Truist Championship?,2026-05-11T03:25:48Z,Sports,20948.39392300001,KXPGATOUR-TRC26-NHOJ,Will Nicolai Hojgaard win the Truist Championship?,Nicolai Hojgaard,2026-05-10T22:08:52Z,Sports,2298308.39,0,https://polymarket.com/market/2026-truist-championship-winner-nicolai-hojgaard-win,1,claude-2026-07-10
100.0,2155989,Will Matt Fitzpatrick win the 2026 Truist Championship?,2026-05-10T22:13:53Z,Sports,1726.471427,KXPGATOUR-TRC26-MFIT,Will Matt Fitzpatrick win the Truist Championship?,Matt Fitzpatrick,2026-05-10T22:08:52Z,Sports,1178655.47,0,https://polymarket.com/market/2026-truist-championship-winner-matt-fitzpatrick-win,1,claude-2026-07-10
100.0,2155937,Will Ludvig Aberg win the 2026 Truist Championship?,2026-05-11T03:26:46Z,Sports,8586.804703,KXPGATOUR-TRC26-LABE,Will Ludvig Aberg win the Truist Championship?,Ludvig Aberg,2026-05-10T22:08:52Z,Sports,1517691.96,0,https://polymarket.com/market/2026-truist-championship-winner-ludvig-aberg-win,1,claude-2026-07-10
100.0,2156075,Will Kristoffer Reitan win the 2026 Truist Championship?,2026-05-11T03:30:28Z,Sports,40659.196527,KXPGATOUR-TRC26-KREI,Will Kristoffer Reitan win the Truist Championship?,Kristoffer Reitan,2026-05-10T22:08:52Z,Sports,3647633.41,0,https://polymarket.com/market/2026-truist-championship-winner-kristoffer-reitan-win,1,claude-2026-07-10
100.0,2156069,Will Justin Thomas win the 2026 Truist Championship?,2026-05-11T03:35:27Z,Sports,9454.234185,KXPGATOUR-TRC26-JTHO,Will Justin Thomas win the Truist Championship?,Justin Thomas,2026-05-10T22:08:52Z,Sports,1952800.69,0,https://polymarket.com/market/2026-truist-championship-winner-justin-thomas-win,1,claude-2026-07-10
100.0,2156021,Will Hideki Matsuyama win the 2026 Truist Championship?,2026-05-10T21:07:37Z,Sports,2466.1111,KXPGATOUR-TRC26-HMAT,Will Hideki Matsuyama win the Truist Championship?,Hideki Matsuyama,2026-05-10T22:08:52Z,Sports,320985.46,0,https://polymarket.com/market/2026-truist-championship-winner-hideki-matsuyama-win,1,claude-2026-07-10
100.0,2156001,Will Harry Hall win the 2026 Truist Championship?,2026-05-11T03:36:30Z,Sports,2558.023474,KXPGATOUR-TRC26-HHAL,Will Harry Hall win the Truist Championship?,Harry Hall,2026-05-10T22:08:52Z,Sports,891243.07,0,https://polymarket.com/market/2026-truist-championship-winner-harry-hall-win,1,claude-2026-07-10
100.0,2155985,Will Harris English win the 2026 Truist Championship?,2026-05-11T00:48:48Z,Sports,1097.2296489999999,KXPGATOUR-TRC26-HENG,Will Harris English win the Truist Championship?,Harris English,2026-05-10T22:08:52Z,Sports,471440.92,0,https://polymarket.com/market/2026-truist-championship-winner-harris-english-win,1,claude-2026-07-10
100.0,2155998,Will Chris Gotterup win the 2026 Truist Championship?,2026-05-11T01:34:58Z,Sports,4970.994856,KXPGATOUR-TRC26-CGOT,Will Chris Gotterup win the Truist Championship?,Chris Gotterup,2026-05-10T22:08:52Z,Sports,1111862.3,0,https://polymarket.com/market/2026-truist-championship-winner-chris-gotterup-win,1,claude-2026-07-10
100.0,2156074,Will Cameron Young win the 2026 Truist Championship?,2026-05-11T03:25:43Z,Sports,67423.41349399998,KXPGATOUR-TRC26-CAME,Will Cameron Young win the Truist Championship?,Cameron Young,2026-05-10T22:08:52Z,Sports,5754437.8,0,https://polymarket.com/market/2026-truist-championship-winner-cameron-young-win,1,claude-2026-07-10
100.0,2156057,Will Adam Scott win the 2026 Truist Championship?,2026-05-11T00:44:43Z,Sports,2159.499224,KXPGATOUR-TRC26-ASCO,Will Adam Scott win the Truist Championship?,Adam Scott,2026-05-10T22:08:52Z,Sports,657864.44,0,https://polymarket.com/market/2026-truist-championship-winner-adam-scott-win,1,claude-2026-07-10
100.0,2155987,Will Alex Fitzpatrick win the 2026 Truist Championship?,2026-05-11T03:27:36Z,Sports,16737.423993999993,KXPGATOUR-TRC26-AFIT,Will Alex Fitzpatrick win the Truist Championship?,Alex Fitzpatrick,2026-05-10T22:08:52Z,Sports,5212775.11,0,https://polymarket.com/market/2026-truist-championship-winner-alex-fitzpatrick-win,1,claude-2026-07-10
100.0,2156449,Will Zac Blair finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-10T21:00:09Z,Sports,1000.0,KXPGATOP5-ONMBC26-ZBLA,ONEflight Myrtle Beach Classic: Will Zac Blair finish top 5?,Zac Blair,2026-05-10T22:20:15Z,Sports,5016.22,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-zac-blair,1,claude-2026-07-10
100.0,2156455,Will Luke Clanton finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-10T21:00:02Z,Sports,1000.0,KXPGATOP5-ONMBC26-LCLA,ONEflight Myrtle Beach Classic: Will Luke Clanton finish top 5?,Luke Clanton,2026-05-10T22:20:15Z,Sports,10.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-luke-clanton,1,claude-2026-07-10
100.0,2156457,Will Tyler Collet finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-10T21:00:55Z,Sports,1000.0,KXPGATOP5-ONMBC26-TCOL,ONEflight Myrtle Beach Classic: Will Tyler Collet finish top 5?,Tyler Collet,2026-05-10T22:20:16Z,Sports,5000.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-tyler-collet,1,claude-2026-07-10
100.0,2156500,Will Justin Lower finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-10T21:40:40Z,Sports,1000.0,KXPGATOP5-ONMBC26-JLOW,ONEflight Myrtle Beach Classic: Will Justin Lower finish top 5?,Justin Lower,2026-05-10T22:20:21Z,Sports,81.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-justin-lower,1,claude-2026-07-10
100.0,2156496,Will Christo Lamprecht finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-10T21:00:01Z,Sports,1000.0,KXPGATOP5-ONMBC26-CLAM,ONEflight Myrtle Beach Classic: Will Christo Lamprecht finish top 5?,Christo Lamprecht,2026-05-10T22:20:21Z,Sports,5000.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-christo-lamprecht,1,claude-2026-07-10
100.0,2156509,Will Pontus Nyholm finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-10T23:11:59Z,Sports,1000.0,KXPGATOP5-ONMBC26-PNYH,ONEflight Myrtle Beach Classic: Will Pontus Nyholm finish top 5?,Pontus Nyholm,2026-05-10T22:20:22Z,Sports,35.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-pontus-nyholm,1,claude-2026-07-10
100.0,2156501,Will Peter Malnati finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-11T03:37:05Z,Sports,1000.0,KXPGATOP5-ONMBC26-PMAL,ONEflight Myrtle Beach Classic: Will Peter Malnati finish top 5?,Peter Malnati,2026-05-10T22:20:22Z,Sports,5059.02,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-peter-malnati,1,claude-2026-07-10
100.0,2156522,Will Davis Riley finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-11T03:35:03Z,Sports,1000.0,KXPGATOP5-ONMBC26-DRIL,ONEflight Myrtle Beach Classic: Will Davis Riley finish top 5?,Davis Riley,2026-05-10T22:20:23Z,Sports,10.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-davis-riley,1,claude-2026-07-10
100.0,2156526,Will Ryan Ruffels finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-10T21:00:55Z,Sports,1000.0,KXPGATOP5-ONMBC26-RRUF,ONEflight Myrtle Beach Classic: Will Ryan Ruffels finish top 5?,Ryan Ruffels,2026-05-10T22:20:24Z,Sports,6428.03,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-ryan-ruffels,1,claude-2026-07-10
100.0,2156532,Will Neal Shipley finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-10T21:11:09Z,Sports,1000.0,KXPGATOP5-ONMBC26-NSHI,ONEflight Myrtle Beach Classic: Will Neal Shipley finish top 5?,Neal Shipley,2026-05-10T22:20:24Z,Sports,10.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-neal-shipley,1,claude-2026-07-10
100.0,2156525,Will Marcelo Rozo finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-10T20:59:59Z,Sports,1099.99,KXPGATOP5-ONMBC26-MROZ,ONEflight Myrtle Beach Classic: Will Marcelo Rozo finish top 5?,Marcelo Rozo,2026-05-10T22:20:24Z,Sports,5000.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-marcelo-rozo,1,claude-2026-07-10
100.0,2156540,Will Jimmy Stanger finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-10T22:22:14Z,Sports,1260.0,KXPGATOP5-ONMBC26-JSTA,ONEflight Myrtle Beach Classic: Will Jimmy Stanger finish top 5?,Jimmy Stanger,2026-05-10T22:20:25Z,Sports,5005.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-jimmy-stanger,1,claude-2026-07-10
100.0,2156546,Will Brendon Todd finish in the Top 5 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-10T21:00:06Z,Sports,1000.0,KXPGATOP5-ONMBC26-BTOD,ONEflight Myrtle Beach Classic: Will Brendon Todd finish top 5?,Brendon Todd,2026-05-10T22:20:26Z,Sports,5000.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top5-brendon-todd,1,claude-2026-07-10
100.0,2156548,Will Christiaan Bezuidenhout finish in the Top 10 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-11T02:47:20Z,Sports,1001.08,KXPGATOP10-ONMBC26-CBEZ,ONEflight Myrtle Beach Classic: Will Christiaan Bezuidenhout finish top 10?,Christiaan Bezuidenhout,2026-05-10T22:20:30Z,Sports,2083.38,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top10-christiaan-bezuidenhout,1,claude-2026-07-10
100.0,2156557,Will Tyler Collet finish in the Top 10 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-10T21:02:03Z,Sports,1930.0,KXPGATOP10-ONMBC26-TCOL,ONEflight Myrtle Beach Classic: Will Tyler Collet finish top 10?,Tyler Collet,2026-05-10T22:20:31Z,Sports,5000.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top10-tyler-collet,1,claude-2026-07-10
100.0,2156555,Will Luke Clanton finish in the Top 10 at the 2026 ONEflight Myrtle Beach Classic?,2026-05-10T21:02:05Z,Sports,1085.0,KXPGATOP10-ONMBC26-LCLA,ONEflight Myrtle Beach Classic: Will Luke Clanton finish top 10?,Luke Clanton,2026-05-10T22:20:31Z,Sports,11.0,0,https://polymarket.com/market/2026-oneflight-myrtle-beach-classic-top10-luke-clanton,1,claude-2026-07-10
